pop,sex,family,l_1,w_1,a_1,bod_1,l_4,w_4,a_4,bod_4,l_7,w_7,a_7,bod_7,l_10,w_10,a_10,bod_10,l_13,w_13,a_13,bod_13
Juneau,1,11,1.1718626975,0.9609010723,0.7533662056,6.8888227351,3.8423889863,3.2480911353,4.2535547737,23.232036481,7.4217825049,6.4481790781,11.2227433075,51.2837907937,13.2893495132,12.0128445162,27.5084885302,108.2109400797,21.5558620942,19.7890166304,56.945193984,200.0360290166
Juneau,1,11,1.4321179059,1.4968789016,1.4674343799,10.5101538779,4.2000014897,4.0757990421,6.7668732494,33.71290324,7.276790887,7.6397824712,15.9262808787,68.523395013,12.9727592106,13.8226642479,40.0323977084,148.6295207091,20.7405367294,21.5222259658,80.721280022,268.6971718263
Juneau,1,11,1.2155762148,1.0378878612,0.7794082748,6.882639247,3.2996190133,2.9677745808,3.5921889783,20.5080624284,6.1556095321,5.718035173,9.226417425,43.5347929778,11.5879079574,10.5189734006,22.9962791396,93.220119091,18.9006699686,17.8348802254,49.6265330224,177.9990930911
Juneau,1,12,1.1153996685,0.9096599,0.6525257379,6.3422396281,3.2448925385,2.3223946834,2.9906218512,17.7431167959,6.0880739732,4.8978178354,7.6090589611,37.2167802855,11.2546548092,8.7350254185,21.377953557,87.59790294,18.5329537814,15.8391527446,45.1947209708,164.470789993
Juneau,1,13,1.8806541359,1.1808596494,1.382697035,10.1537324088,5.2549343591,3.9123369315,7.0217415996,34.8014795194,9.4200992896,7.5512231036,17.2756649481,73.3837512917,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,13,1.1924299048,0.7861204224,0.5801811806,5.8697881508,3.6853758987,2.2291167063,2.8695498588,17.0032611949,7.1279955505,5.3388837893,7.6913705831,37.5454377042,13.0560635399,11.105787177,20.5031244402,84.7239826425,21.0029836912,18.5129929374,45.9780852488,166.9176180097
Juneau,1,13,1.3573615423,0.9057145582,0.7656000832,6.8082479321,4.2251975439,3.4223726719,4.7193774075,25.4143207415,7.7733682728,6.3102545374,11.7811576326,53.2829586805,14.445083496,12.1940708903,30.1328089666,116.971047759,22.9590994118,19.2245640316,59.1386678924,206.4515150323
Juneau,1,14,1.4323625049,1.144445028,1.0799083892,8.6104784686,4.2094621968,3.493643443,5.3668376005,27.9850251078,7.6967938114,6.3122386627,12.8346154403,57.3098759159,14.2332134846,12.076828082,32.6355358565,124.9614558397,22.7229727388,19.4375179686,68.9418755292,235.1446691895
Juneau,1,14,1.1418815691,1.0239497939,0.7733026902,6.9229316468,3.7694766207,3.3567227653,4.5843913276,24.602617508,7.1309873957,6.6169887544,11.4689618872,52.160889933,13.122146712,12.687535907,30.3140026348,117.6066872361,21.0130280282,21.1042367652,66.2515426152,227.3171784319
Juneau,1,14,1.2968704841,1.0575081585,0.9167411398,7.6151226015,3.4322337087,2.8664868698,4.2755209364,23.5042562337,6.5470667733,6.3212687033,11.7831037435,53.2902579469,12.5876887934,12.0690109056,30.1682809386,117.0868458324,20.5624900922,21.2472621904,68.9196288776,235.0019707525
Juneau,1,15,1.1433883356,0.9965436211,0.7149709779,6.6816455653,3.4468062456,3.0844107501,3.7182978765,20.8862030504,6.6279238916,6.3390607015,9.8491674413,46.0484354935,12.2283875001,11.0276969322,24.2820353779,97.4341658301,19.9293068754,17.6912412682,51.5502550832,183.8964565602
Juneau,1,15,0.7313809861,0.6353659616,0.3126212758,4.3511974843,2.3343575663,2.155867465,1.8431045772,12.1609019941,4.8121961148,4.6773500904,5.4863196729,28.5432567026,9.3763537502,8.2375235034,14.9313315596,65.0353078001,NA,NA,NA,NA
Juneau,1,15,1.0854927865,0.8253788702,0.6886666347,6.3910778475,3.3567578183,2.3072252701,3.6321637398,20.6853785769,6.4098240876,4.8006539775,9.1220416746,43.1287606914,12.0882242063,8.9342266355,24.400760456,97.9717433357,19.6574853304,15.0694731772,49.525481752,177.6926963392
Juneau,1,16,2.0144667977,1.3860274577,1.7769254748,12.1034506473,5.2982622389,3.5360876747,7.6087746072,37.1613098028,8.9903195854,5.6916483722,17.9186096172,75.6566687907,15.8520636459,10.2912245874,44.0224927277,160.8600698165,24.6737555402,16.8980554728,82.8660056744,274.7697295048
Juneau,1,16,1.4044272567,1.0351409296,0.8934307644,7.5637282898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,16,1.2274137747,0.999640184,0.8417714364,7.2168844058,3.6702374285,3.3411522525,4.4483198922,24.2510104559,6.9184219473,6.2473004067,11.0362867748,50.4759005539,13.0021244576,11.1333683918,27.2821508879,107.5964689411,21.179196222,18.5758973038,57.9659903808,202.9830486558
Juneau,1,17,1.1773164355,1.1284684389,0.9163873405,7.7567827281,3.7233456492,3.2626223465,4.5326952836,24.4387365282,7.2222123065,6.6111799472,12.0793143424,54.5008123114,13.059477956,12.3612855158,29.656497764,115.2806734392,20.8976343426,20.1732634612,60.0645340176,209.262839638
Juneau,1,17,0.8627861015,1.0398626763,0.6198963479,6.0889233805,2.9477113985,2.6596877269,3.0496174868,17.8260067813,5.9441925433,5.931854673,8.9283991444,42.4267664074,11.4151000217,11.1962429811,22.6472857013,92.0791348337,18.848017148,18.1386864006,47.1489222668,170.5009087456
Juneau,1,17,1.658405411,1.3388257017,1.4409808394,10.3097748721,4.6637686968,4.375555581,7.3879473892,36.440446824,8.650168443,7.8041744838,18.1293557068,76.3033457836,15.5763814419,14.4046993773,45.8638469712,166.6506746529,24.4508990412,23.2450600264,92.5536463912,301.6702227479
Juneau,1,18,1.3020832354,1.0809224266,0.8991105875,7.6656403463,4.0670857245,4.1528715083,5.696643228,29.4216225661,7.4487004835,7.2472186984,13.8211231509,60.793336533,13.7775419075,12.6693202467,34.9360548599,132.4774397618,21.8719646984,19.924799572,68.4316643636,233.6319578052
Juneau,1,18,1.4508306404,0.939620616,0.8195254901,7.1706867989,4.1326360314,3.2012347899,4.6407428226,24.9029793199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,19,1.0827562789,1.0314121374,0.7460043193,6.8491848025,3.0997306131,3.345172477,3.6778806796,20.7674630738,6.3788589374,6.5619992651,9.98028025,46.3958326064,11.7387176439,12.4186062353,26.2138225761,104.0463824452,18.973453429,19.9809022926,57.296080356,201.0372826159
Juneau,1,19,1.1789206666,1.0092443867,0.7909983761,7.0179628266,3.9783163581,3.3036156877,4.6837853171,25.0874918312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,20,1.6564590742,1.336676545,1.4530581261,10.5062540071,4.5399814985,3.8676536869,6.8791400553,34.2791431869,8.2813356693,7.4238235657,17.1636241768,72.8416629511,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,20,1.760842902,1.4683016733,1.7583733945,11.9466477146,4.9286591629,4.2254773221,8.2797244126,39.8265507132,8.9951576657,7.3355916929,18.9508354916,79.3284225021,16.0483314861,13.458740049,45.282677216,164.824710423,25.2221632544,21.4337325842,89.8823035072,294.2755192326
Juneau,1,21,1.3433308477,1.1756596449,1.0709665454,8.5641937597,4.5385481625,3.8328658167,6.2444911696,31.632506779,8.9419584154,7.758018151,17.0622795718,72.6266626675,16.1523497711,14.9257031295,43.1068086889,158.0295940303,25.4864211724,24.1359499636,88.274882288,289.8857553365
Juneau,1,21,1.2790094394,1.0193419796,0.7719716237,6.9157741391,4.049735077,3.0668974864,4.3897734782,23.7634555299,7.4892849491,5.7538807795,11.1949592874,51.1274939728,13.5526647227,11.157130554,28.841967151,112.7877871688,21.640665357,18.050332283,57.364189024,201.2393574525
Juneau,1,21,1.5505349075,1.1723343368,1.1429052059,8.7953798909,4.3806869486,4.0044751715,6.1739301286,31.5100246123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,22,0.8089264807,0.703114873,0.4101002488,4.9914280335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,22,1.5187517127,1.3957659178,1.2661747567,9.4960126883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,23,1.2091513733,0.6289464558,0.5010589417,5.5050189645,3.6931733109,2.7887504339,3.396442466,19.5141169069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,23,1.2388798897,1.2212396758,0.9542210492,7.8843325527,3.8593443163,3.6868840691,4.9243432176,26.1143656312,7.1244987578,7.1132351251,12.4642782604,55.9862092181,12.7879463984,11.797833777,29.270110005,114.1038958402,20.7897205222,19.1381165922,62.4185882304,216.098915809
Juneau,1,24,1.7325989027,1.3937014973,1.532504693,10.9018053292,4.904573055,3.9438870573,7.3819857442,36.3074339408,8.9824260965,7.7641471516,18.7363935321,78.3875303357,15.7745521707,13.4529926445,46.5534751496,168.7634652686,24.6131163064,21.0705476204,90.823510208,296.9222890725
Juneau,1,24,1.3776959585,1.2121976769,1.1205126491,8.750015942,3.8462845967,3.5107357645,5.4292302212,28.24699096,7.565596034,6.6363374963,13.669812442,60.437960963,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,25,0.9295189483,0.620692788,0.3999427536,4.9335084105,2.8572394605,2.0947066117,2.2120704703,13.9996075811,5.4904669492,4.2532967474,5.6282773643,29.1933382281,10.405471283,8.3855313728,16.3515651363,69.9491014729,17.5913341702,14.8507540028,39.1186866956,145.6796289548
Juneau,1,25,1.6576384612,1.538479379,1.638118358,11.3568101731,4.7081808773,4.2703879881,7.7010847779,37.4756981048,8.459202236,8.1392444928,19.4946489156,81.1311259328,15.3265248278,14.5540104003,47.4884715398,171.6620407713,24.0558565658,22.46548476,93.756807278,305.0277769028
Juneau,1,25,1.1799198521,1.1913090188,0.9593659525,7.8399041925,3.5589858415,3.2206437691,4.5236395738,24.5752329699,6.763862389,6.0161253583,11.5074401436,52.2545550046,12.7137310058,11.3360819508,29.3114777729,114.2841013267,20.528566799,19.2042254362,60.7988056452,211.3442801905
Juneau,1,26,1.0920606732,0.6257187322,0.4759000671,5.3638403665,3.8390859441,2.7565637019,3.2660465227,18.9286190849,7.4473716732,5.6960887918,9.5550569591,44.7563338713,13.8573231021,10.4393339168,25.0263712386,100.0751598283,22.4163491686,17.9260956768,56.3735330764,198.2965814668
Juneau,1,26,1.51747175,1.2728312177,1.2325440066,9.3247221272,4.4738867527,3.5415468385,6.3132348752,31.9149760394,8.2815360895,6.3948796111,15.816217411,68.225944891,15.104531313,12.0464427542,40.3315986278,149.4803883772,23.8730523586,19.2924455392,78.8910491768,263.4902306026
Juneau,1,27,1.8225765041,1.3805295166,1.6088443474,11.2795148449,5.333266049,4.2559837257,8.1975559708,39.5018795086,9.4110508904,7.537647004,19.2917014712,80.4712295587,16.6092285791,14.2159756107,46.0732407368,167.1676654489,25.4980192322,22.215867228,87.9825976364,289.0725281016
Juneau,1,27,1.2173624021,1.1020894463,0.8402690837,7.281380513,3.2539197427,3.2976299765,4.1787129511,22.8474375523,6.3208274604,6.3420226143,10.7240531007,49.3427791172,11.9159723543,12.3491582094,27.9110883449,109.7216678783,19.5815378826,19.4202905644,57.9845444464,203.0782772469
Juneau,1,27,1.4628316125,1.4105180902,1.3412212304,9.8076044212,4.3918039045,4.1045925856,6.6921104547,33.6300112099,8.1958544796,6.9923515932,15.7033040159,67.6736698837,14.8733057886,13.1289920267,39.7819089362,147.8026218543,23.4272232712,21.2494059744,81.3381470824,270.3969269953
Juneau,1,28,1.7750241626,1.3084712468,1.5233471208,10.8563419888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,28,1.4025778249,1.2267204689,1.2031209508,9.1744060567,4.0763308558,3.4862711516,5.3400023506,27.8150387084,7.6873627826,6.78753601,13.8358574949,60.9469363959,13.8998801741,12.6842386719,35.4142741838,134.0465835237,22.3510891778,20.189772493,70.9058272928,240.7621734857
Juneau,1,28,1.1889801102,0.767665599,0.5858794389,5.826042822,3.6924318172,2.9621896575,3.5615889147,20.3721467205,6.9365904238,5.9634908448,9.1591829441,43.2733210046,12.9370639956,11.6988578966,26.0722865612,103.5744620768,20.8036830682,18.8830107344,52.8043562672,187.5881591693
Juneau,1,29,1.4514834546,1.4230596351,1.345412126,9.966053835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,30,1.2140749786,1.044736865,0.8823840441,7.5772180065,3.6520067284,3.1100238988,4.4127559855,23.9215683331,6.7736796667,6.1887627316,10.9545289172,50.2691957028,12.5581101323,11.919027983,28.7977651362,112.4637746266,20.2005411552,19.1223791006,57.7404341832,202.3953067416
Juneau,1,30,2.0201108907,1.4668308367,1.815455688,12.2248254486,5.1978928092,3.7636072628,8.0788955031,38.9783053277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,30,0.9590025205,0.7636853728,0.5101721288,5.4036411771,3.0352770323,2.9082797647,3.343764946,19.3999250036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,31,1.4773114567,1.383668625,1.3856258827,10.1684491065,4.0344486592,3.2851389733,5.7368164822,29.5888671446,7.5093711938,6.0998802262,13.8930765769,61.0569067823,13.8838943025,11.4244840679,34.4108857028,130.7982483551,22.0148556108,19.0350639282,69.4275892716,236.5066383031
Juneau,1,31,1.1312838638,0.8264759903,0.6462220885,6.233413672,3.3967839817,3.0173563925,3.900562233,21.6899833408,6.3853883137,5.7348517186,9.7051338209,45.5459488144,11.8334385527,10.3692544302,24.0483431707,96.7374477256,19.3850990356,17.4533491964,52.5991027948,186.9714624229
Juneau,1,32,0.9819821158,1.0171977239,0.7107351695,6.658720573,3.2074526432,3.1107489571,3.7311783142,21.0633784442,6.6190091524,6.4715920482,10.3004697122,47.7276348711,12.2937162249,12.9353679155,27.1866231104,107.1897331098,20.0239755848,20.5909172296,57.9474664976,202.9281764343
Juneau,1,33,1.1120821531,0.988270395,0.665479619,6.412905732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,33,1.2431488318,1.136605172,0.8922741816,7.5576055523,3.4074897607,3.0380078961,3.9845589812,21.999037972,6.1303361844,5.9446519197,10.0842614329,46.8995090232,11.5567217259,11.6017010832,26.1277820309,103.8048778686,18.7734026466,18.574078288,54.5887977036,192.975359101
Juneau,1,33,1.5094548093,1.3108612962,1.3126355925,9.6628795173,4.0240352173,3.7862249938,6.1195300985,31.28602412,7.716818558,7.6057790423,16.334593354,69.9370315698,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,34,1.649860986,1.3586462227,1.5000395339,10.7404778778,4.6150079489,3.7354660687,6.7483451914,33.8033910696,8.1318815715,7.291153984,16.2119864933,69.54712718,14.4542485667,13.0337998659,38.8626002971,144.8321912126,23.1334516762,21.205106415,80.57852332,268.2563304335
Juneau,1,35,1.1980158444,1.2879404319,0.9826490042,8.104618536,3.4308800967,3.4663337241,4.6192740871,24.8108580259,6.3981769943,6.244946802,11.274171085,51.4779243479,11.7750477573,11.020538586,26.1412289892,103.6683718856,19.0916380362,18.264695129,57.6326798004,202.0759119494
Juneau,1,35,1.3243829309,1.1242897119,0.9940027081,8.0928939639,3.181473321,2.6163830025,4.221974782,23.0357174769,6.2466415051,5.0238946075,10.6659076709,49.1216263658,11.4571344939,9.2715826877,27.8462693754,109.5076084994,18.5471066076,15.545766805,54.39415747,192.3934792081
Juneau,1,35,1.4010323168,1.2700708057,1.1497060241,8.8304215337,4.156241752,3.4902110579,5.4593924247,28.5443612079,7.3551282464,6.4199176065,12.892287248,57.4227213648,13.3892669756,11.3937920948,34.707799409,131.7480732792,21.5455020304,18.5610706606,72.1152307364,244.1949551537
Juneau,1,36,1.7412238999,1.6209503008,1.6488982039,11.4767972859,4.5328159379,3.5960366721,6.8221041205,33.9925666883,8.4916697718,6.3668805799,16.7953013007,71.6774597702,15.3853864464,11.3728132875,41.8989611959,154.2822462684,23.9878541528,18.5643818234,83.3406538636,276.1019894553
Juneau,1,36,1.3038582825,1.3159969427,1.1835353226,9.0741062392,4.0386006651,3.78710509,6.0644422811,30.8344034861,7.7838909121,7.2589263193,15.3183460679,66.3359846171,14.2135084278,13.571954294,38.9872185185,145.3520559417,22.8310003372,22.1227894156,78.2247360868,261.6426226971
Juneau,1,36,1.2337185239,0.7107280779,0.5506817419,5.6303574621,3.7263806798,2.4705431583,3.2652732222,19.0474939419,6.6402016963,4.942714051,7.4763518354,36.6313466062,12.3307222425,10.1888661899,20.5513025371,84.8434848757,19.941520413,17.5441269132,45.034439996,163.9779211548
Juneau,1,37,1.5417195787,1.2530944787,1.2356116466,9.4096608366,4.3507161191,3.9095675738,5.8324608253,29.929926835,8.3838517526,7.389314007,14.7487035854,64.3240730933,15.2015549231,14.5086052848,40.9561899809,151.346114297,24.2842924856,23.7245766614,85.2479319956,281.4440535029
Juneau,1,37,1.6227659654,1.0756720197,1.1307762739,8.802938584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,37,1.3091934789,0.7849227718,0.6912496037,6.4051604726,3.9903761721,2.8112845777,3.9746847548,22.1940276202,7.4598519275,5.4783565141,10.4543327592,48.2635350037,13.9830212121,10.4744946549,28.152254518,110.4726194266,22.5015915204,17.5860995958,60.9493651508,211.7870157958
Juneau,1,38,1.7193568534,1.3978715039,1.5403285604,10.9406209174,4.6786131485,3.6426358308,6.9741530699,34.6089590444,8.6408377135,7.2598110781,17.5918305345,74.5029788328,15.5709558315,13.1472392712,42.5393959016,156.2711712462,24.5214698208,20.9897802206,81.101730866,269.8076361068
Juneau,1,38,1.518347887,1.4626588085,1.4538917848,10.4424717269,4.138209983,3.9278803227,6.7245759975,33.5408329455,7.7766733838,6.7711443272,15.5323836031,67.1075445421,14.472993516,13.3500024269,39.872055206,148.1275544953,23.1047811368,21.4973333088,78.5452155408,262.5500710701
Juneau,1,38,1.5736359569,1.3471285965,1.3278331051,9.7398695604,4.3796218597,3.5650251124,5.8913930707,30.3435162018,8.3515038959,7.6152296841,16.2603977895,69.6716957569,14.8723167924,13.9327175303,39.2693288373,146.1952966126,23.732585216,22.2109197902,80.2791508808,267.4118805995
Juneau,1,39,1.6063481171,1.4087826373,1.4455447052,10.4687110717,4.8282789135,4.4561584981,7.7299124681,37.6991547993,8.9323726664,8.5293775246,19.4130791845,80.752208233,16.0403178662,16.1333407247,48.8617599447,175.8018313716,25.1906385992,24.4159352726,93.8641671136,305.3237149271
Juneau,1,39,0.9048914056,0.9088692255,0.5550048981,5.7301255764,3.5166183063,3.487524942,4.1717160636,22.8761730618,6.7745090856,6.5483013271,11.1340622543,51.0001188228,12.3244971272,11.9860101407,26.6867972737,105.5754915344,20.0768731126,20.62140471,59.0962288916,206.3261720438
Juneau,1,40,1.5920469981,1.5218140859,1.6578582085,11.5208469988,4.4140351969,4.4237529073,7.6546743606,37.3446913349,8.282567341,7.8659030238,17.9246171953,75.677849298,14.8404172931,14.4804159551,45.6962062264,166.0111944893,23.4063535336,23.0537849892,90.5958050296,296.3291273857
Juneau,1,40,1.5258329637,1.1189962969,1.1403681381,8.8523466958,4.3647811329,3.5805474383,5.7067167126,29.3503099389,7.9745127259,7.3834572962,14.4329779979,63.1272747532,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,40,1.2000435518,1.0061922564,0.7677291216,6.8197273959,3.9099216513,3.3607717313,4.4230302696,24.1419770125,7.7477346693,6.7838722615,12.3233696368,55.3099206711,14.0890687929,12.9078367196,32.1905406517,123.6558954499,22.6256513708,20.6063625322,65.6622512724,225.5654592466
Juneau,1,41,1.1749058495,1.2789224889,0.9614544307,7.9936509806,3.6630305679,3.5841367309,4.8418752237,25.7631495417,7.5164872174,7.8876917142,14.712254041,64.1918049847,13.6133993142,13.4323865883,34.0927224572,129.6483420583,21.7432430818,22.3561824432,71.9956411368,243.9300133059
Juneau,1,41,1.5547819868,1.3642020297,1.2918633132,9.6264846322,4.670440404,4.1639029587,6.8188118794,33.9239841154,8.713267591,8.3983340422,17.9348474743,75.6659848775,15.5987492627,14.8157163369,44.3301876767,161.9768589006,24.5585939818,24.1475784804,91.5864445032,299.0341990305
Juneau,1,41,1.3111747386,1.2456089265,1.0677953024,8.4067011891,4.1910713617,4.5918979099,6.4755885183,32.7471286182,8.0335198015,8.3856850249,16.0223541259,68.8192023427,14.8679087432,15.3618436191,42.0791128578,154.9688971656,23.8487464416,24.277450885,86.0299851588,283.5533829203
Juneau,1,42,1.5863281733,1.0657717304,1.0563237217,8.4883041076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,42,1.4715925501,1.4155288691,1.4247931848,10.2967818994,4.1348984774,3.9250348639,6.7313022348,33.5682064836,7.6000759453,7.065305136,16.5791644423,70.8589009887,13.8369936032,11.338730541,38.7313604343,144.5477583735,21.9037566098,18.6016335948,76.2661405132,256.0846187507
Juneau,1,42,1.4569239799,1.1921264236,1.101555669,8.5817882323,4.5877364792,3.9224687793,6.2234920559,31.7138590731,8.2388762162,7.1266446212,15.1860202381,65.8090609105,14.7848315252,12.7272417887,37.9632504962,142.0855210367,23.3811559508,20.8254849598,77.0569008244,258.292540713
Juneau,1,43,1.0748992917,0.9672061607,0.5851067828,5.972157989,3.5433320308,3.5298944679,4.0914682008,22.5262760632,6.8575121387,6.8674354524,9.7897987816,45.8198502494,12.2480670588,11.4483571353,23.8485092861,95.9704608035,19.6055839586,18.3350728676,49.0933130612,176.4638287158
Juneau,1,43,1.073089409,0.6648844681,0.4534779774,5.1605753546,3.6642724219,2.6526606351,3.426728666,19.5279768112,7.387974538,5.8358606907,10.272226959,47.6196036589,13.3607707209,10.77826871,26.0148540384,103.4282203752,21.4114036842,17.3144848356,54.5864939736,192.9684738779
Juneau,1,43,1.6269658889,1.4579672873,1.6078775551,11.1404607845,4.666168983,4.3776994125,7.8450073028,38.2656827533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,44,1.6932348132,1.3247612978,1.4796605472,10.6389911248,4.3815414142,3.8190240581,6.6314611136,33.216915595,8.0189801992,6.9261202827,16.128527458,69.2970412165,14.3564623818,12.2356579983,40.4864037911,149.8792804854,22.6074607096,19.672309855,80.9565416344,269.3985715099
Juneau,1,44,1.3675790383,1.0705696243,0.977324089,8.0055706297,4.2936810269,3.2451499907,5.1893419908,27.1799763162,8.143456678,6.3684791907,13.5345894408,59.841663571,14.8243857723,11.3734201494,33.6875776058,128.5229215349,23.5480922862,18.6277593536,70.1795382112,238.6730139543
Juneau,1,44,1.5022884967,1.3020810741,1.3573129315,9.8889085049,4.3932202437,3.6122986858,6.5720646483,33.1410287423,8.2154545063,6.6806076202,15.4457138842,66.7463056681,14.6714779941,11.5531335089,37.6830816665,141.2012080843,23.1388819774,19.6673439358,78.27178635,261.7373769045
Juneau,1,45,1.4354039747,1.4002508629,1.2890558592,9.681183895,4.3804760009,4.7716972388,7.1236535432,35.2679893232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,45,0.9872415371,1.0008528828,0.6286014218,6.1367679573,3.2931015471,3.0673538772,3.2166366976,18.64457215,6.1512316048,6.0527259241,8.5299558492,40.9727297196,11.2956948342,11.4604458228,21.5069010624,88.0873977616,18.7520048216,18.6833916996,46.040215532,167.0664243914
Juneau,1,46,1.0428278449,0.8577182691,0.6122091428,6.1214036124,3.7067544144,3.4824972357,4.4440683677,24.1154362669,6.9490571642,6.6137702435,11.1787768763,50.9635753334,12.6871062057,12.0110828447,27.1025316911,107.001051542,20.5456638766,20.067566927,59.8435384904,208.5714654288
Juneau,1,46,1.1468859116,0.7889148063,0.6232067432,6.1071256703,3.4506338291,2.6673462373,3.3308763484,19.1590449856,6.8836953511,5.6482192215,9.7127103963,45.5751627255,12.8237015085,10.5423266808,25.7369896454,102.4095311071,20.7329596182,17.4128549376,52.5191815292,186.731236975
Juneau,1,47,1.234321354,1.2270500848,1.0213343587,8.3064756269,3.6253094256,3.1336887729,4.7539253849,25.4457623874,7.0466956166,5.9051291387,11.6025056895,52.5610223164,12.8906875197,10.2454570929,28.2135928417,110.6748730773,20.6587397882,17.1665264164,56.483276332,198.6229551743
Juneau,1,47,1.1401102528,0.9098965025,0.7318169612,6.6992283515,3.6249061647,2.9997261191,3.9277251172,21.8093172599,7.0558540378,6.6548739527,11.9400154829,54.0308499359,12.9251036339,11.8597540416,29.8480403034,115.9962359232,20.9351218952,19.079006121,61.1026719292,212.237662276
Juneau,1,48,1.1731962174,1.1550159377,0.8554110332,7.4342436341,3.6531962888,3.6073008502,4.5442192244,24.6052586903,7.0834025681,7.0680805493,12.0104973436,54.1927809316,13.1083402998,13.3886015262,30.9950625758,119.6917947919,21.1426855002,21.3769034164,66.2774439588,227.3529088273
Juneau,1,49,1.2679711188,1.0863058194,0.8752768731,7.5395919524,3.5775919255,3.0641774403,4.0614719664,22.5140274397,6.9060624381,6.2430811948,10.8718392402,49.9040908527,12.5718640751,10.4751231755,27.6655771359,108.7756343193,20.1028072428,17.4965145068,56.575372946,198.856357458
Juneau,1,50,1.0378579515,0.7144510711,0.543155656,5.739832021,3.3233923585,2.5096972667,3.1124932624,18.2350097777,6.4550605651,5.2023114737,8.3709287538,40.1327772049,11.8332248816,10.142779734,21.6554706056,88.6436920423,19.3632145492,17.0865047386,47.2163646804,170.7069060954
Juneau,1,50,0.9677718785,0.7382921078,0.4542021133,5.1646757742,3.3005634751,3.0508939813,3.2017118042,18.5771746606,6.6153188386,6.6231436801,9.9447324987,46.468211756,12.4513012388,11.9095298114,25.2858407398,100.8996925109,20.279196069,18.293966271,51.9532457456,185.0285942793
Juneau,1,51,1.7470965013,1.2457796983,1.4655049982,10.5683963208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juneau,1,51,1.2665945108,0.9881410602,0.8645203268,7.4104169284,3.7782326391,3.4598867059,4.6312904008,24.8040794094,7.4656859736,7.2395463933,12.9142146556,57.5541842906,13.4070262898,13.1046297255,32.9669863234,126.205420823,21.6752774084,21.341177011,66.8487951656,229.0501810949
Juneau,1,51,1.4441074861,1.0385334283,0.9559315233,7.8218352666,4.5461972957,3.451144636,5.4359213902,28.4460468913,8.4933830796,6.6320256993,13.5748821989,59.939753369,15.1635515873,11.943574434,33.3509451122,127.3974791944,23.8173362566,19.4868070902,66.9150621476,229.202902718
Juneau,1,52,1.2993440488,0.9442912478,0.7583615021,6.9156955376,3.6822774662,3.0111177338,4.0161265322,22.1968960681,6.9326838447,5.9885999793,10.0767181765,46.9227254146,12.9080606075,10.8367275282,25.9947745898,103.1797308182,20.8644981728,17.4624263686,54.17049369,191.7651282689
Juneau,1,52,0.9437525731,1.0685232573,0.6066769233,6.0161398747,2.9470639707,3.7371173221,3.6266340498,20.4195269738,5.970568779,7.4239401622,10.0854898789,46.9042214986,11.2723528277,11.777708489,25.0588199898,100.2296591268,18.5530482714,19.2570987782,55.6720726552,196.2082065585
Juneau,1,52,1.7814338222,1.5238240203,1.7321863034,11.7520995624,4.8165690223,4.0418497872,7.9034559736,38.4979735914,8.7634468883,7.8163308458,19.8491531052,82.3168240004,15.3091580924,13.9531993377,47.8017576,172.5759941195,23.9007984384,22.0248119746,90.7570535472,296.700539946
Juneau,1,53,0.9676152629,1.0203426779,0.5877855355,5.9869382617,3.1654103187,3.0053555636,3.2636464388,18.856577829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
